dbn,locationname,school_type,aca_p_13,com_p_13,eng_p_13,saf_p_13,p_q1a,,,,p_q1b,,,,p_q1c,,,,p_q1d,,,,p_q1e,,,,p_q1f,,,,p_q1g,,,,p_q1h,,,,p_q1i,,,,p_q1j,,,,p_q1k,,,,p_q1l,,,,p_q1m,,,,p_q1n,,,,p_q1o,,,,p_q1p,,,,p_q1q,,,,p_q1r,,,,p_q2a,,,,,p_q2b,,,,,p_q2c,,,,,p_q2d,,,,,p_q2e,,,,,p_q2f,,,,,p_q2g,,,,,p_q2h,,,,,p_q2i,,,,,p_q2j,,,,,p_q3a,,,,p_q3b,,,,p_q4a,,,,p_q4b,,,,p_q4c,,,,p_q4d,,,,p_q5a,,,,p_q5b,,,,p_q5c,,,,p_q7a,p_q7b,p_q7c,p_q7d,p_q7e,p_q7f,p_q7g,p_q7h,p_q7i,p_q7j,p_q8,,,,,,,,,,p_q9,,,,p_q10a,,,,p_q10b
12X682,Fannie Lou Hamer Freedom High School,HS,9.20539,9.28547,9.2,9.3,9.27448,,,,9.20775,,,,9.22203,,,,9.25958,,,,9.23077,,,,9.06794,,,,9.16376,,,,9.3007,,,,9.19861,,,,9.25958,,,,9.21603,,,,9.18706,,,,9.1899,,,,9.16376,,,,9.23345,,,,9.23077,,,,9.19894,,,,9.3007,,,,9.3,,,,,9.3,,,,,9.3,,,,,9.3,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.90569,,,,Not Scored,,,,9.61404,,,,9.47552,,,,9.42782,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,9.12791,,,,9.06977,,,,8.84146
12X684,Wings Academy,HS,7.97938,7.88014,7.5,7.7,7.93243,,,,7.40437,,,,7.48626,,,,8.14917,,,,8.47527,,,,8.19061,,,,7.97222,,,,7.82787,,,,7.47268,,,,7.86885,,,,7.875,,,,7.91892,,,,7.79006,,,,8.12155,,,,8.05249,,,,7.77624,,,,7.63889,,,,7.93478,,,,7.6,,,,,7.9,,,,,7.7,,,,,7.2,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.01479,,,,Not Scored,,,,7.86096,,,,7.97222,,,,7.83149,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.51563,,,,8.22581,,,,7.94643
12X690,Monroe Academy for Business/Law,HS,8.69058,8.32516,7.6,8.3,8.82353,,,,7.77778,,,,8.05556,,,,8.05556,,,,8.75,,,,8.19444,,,,8.19444,,,,8.19444,,,,7.20588,,,,9.11765,,,,8.33333,,,,8.38235,,,,8.47222,,,,8.75,,,,8.67647,,,,9.26471,,,,8.75,,,,8.52941,,,,8.6,,,,,8.4,,,,,9,,,,,7.7,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,3.52941,,,,Not Scored,,,,7.79412,,,,7.22222,,,,7.79412,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,9.16667,,,,9.16667,,,,10
12X691,Bronx Little School,ES,7.97823,8.36778,8.1,8.5,8.59459,,,,8.30601,,,,8.19444,,,,8.66935,,,,8.48611,,,,8.09722,,,,8.44444,,,,8.54167,,,,7.87293,,,,8.31921,,,,8.28297,,,,8.19832,,,,8.1768,,,,8.20225,,,,7.9533,,,,7.61494,,,,7.63393,,,,8.72727,,,,8.5,,,,,8.4,,,,,8.3,,,,,8.2,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.32353,,,,Not Scored,,,,8.4233,,,,8.01724,,,,8.36765,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.7027,,,,7.77027,,,,7.35714
12X692,Monroe Academy for Visual Arts & Design,HS,8.31543,8.48149,8,8.2,8.7931,,,,8.08036,,,,8.36364,,,,8.83621,,,,8.68421,,,,8.48214,,,,8.34821,,,,8.42593,,,,8.27273,,,,8.40909,,,,8.31818,,,,8.37963,,,,8.42593,,,,8.39623,,,,8.59091,,,,8.65385,,,,8.1,,,,8.51852,,,,8.1,,,,,8.2,,,,,8.5,,,,,8.1,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.27273,,,,Not Scored,,,,8.57143,,,,7.99107,,,,8.18182,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.26923,,,,8.75,,,,7.5
13K003,P.S. 003 The Bedford Village,ES,8.47567,8.60238,8.2,8.5,8.83117,,,,8.47682,,,,8.25251,,,,8.77119,,,,8.81757,,,,8.41137,,,,8.43121,,,,8.73333,,,,8.31926,,,,8.75418,,,,8.76678,,,,8.83224,,,,8.53333,,,,8.61864,,,,8.60642,,,,8.20934,,,,7.98759,,,,8.58929,,,,8.6,,,,,8.5,,,,,8.3,,,,,8.3,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.94737,,,,Not Scored,,,,8.61755,,,,8.47826,,,,8.88514,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.33333,,,,8.33333,,,,7.5
13K008,P.S. 008 Robert Fulton,ES,8.09353,8.4946,8.5,8.5,8.42334,,,,8.47222,,,,8.37674,,,,9.05923,,,,9.40351,,,,8.83275,,,,8.26855,,,,9.10839,,,,8.28947,,,,8.125,,,,8.2193,,,,8.40989,,,,8.3422,,,,8.24107,,,,8.52837,,,,7.74904,,,,7.08,,,,8.26568,,,,8.7,,,,,8.7,,,,,8.8,,,,,8.4,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.64841,,,,Not Scored,,,,8.0507,,,,8.3479,,,,8.79371,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.09677,,,,7.83333,,,,7.58333
13K009,P.S. 009 Teunis G. Bergen,ES,8.5449,8.67082,8.5,8.7,8.74031,,,,8.75641,,,,8.4126,,,,8.98718,,,,9.13015,,,,8.51145,,,,8.55943,,,,8.83766,,,,8.59694,,,,8.75959,,,,8.61253,,,,8.71114,,,,8.42932,,,,8.453,,,,8.6423,,,,8.125,,,,7.77235,,,,8.70219,,,,8.9,,,,,8.8,,,,,8.7,,,,,8.2,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.36614,,,,Not Scored,,,,8.53247,,,,8.53896,,,,8.70712,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.78049,,,,8.4375,,,,8.25
13K011,P.S. 011 Purvis J. Behan,ES,8.42576,8.79159,8.5,8.7,8.99756,,,,8.81127,,,,8.54218,,,,8.93382,,,,9.2581,,,,8.36228,,,,8.56173,,,,9.03086,,,,8.80221,,,,8.97783,,,,8.75926,,,,8.66379,,,,8.54839,,,,8.4828,,,,8.79375,,,,8.14119,,,,7.88147,,,,8.84817,,,,8.9,,,,,8.7,,,,,8.8,,,,,8.3,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.01414,,,,Not Scored,,,,8.65764,,,,8.66337,,,,8.89506,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.68519,,,,7.87037,,,,7.68519
13K020,P.S. 020 Clinton Hill,ES,8.14955,8.18693,8.1,8.1,8.52865,,,,8.15445,,,,7.67016,,,,8.89628,,,,8.53261,,,,8.08108,,,,8.22193,,,,8.42033,,,,7.93194,,,,8.34656,,,,8.31579,,,,8.08824,,,,8.02632,,,,7.96543,,,,8.20856,,,,7.63889,,,,7.47024,,,,7.99708,,,,8.4,,,,,8.3,,,,,8.3,,,,,7.6,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.89189,,,,Not Scored,,,,8.27027,,,,8.30163,,,,8.48066,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.17308,,,,8.36538,,,,7.7
13K044,P.S. 044 Marcus Garvey,ES,8.14864,8.3054,7.9,8.1,8.40726,,,,8.2438,,,,7.83613,,,,8.15126,,,,8.81579,,,,7.94118,,,,8.0042,,,,8.59504,,,,7.86017,,,,8.68534,,,,8.54167,,,,8.76033,,,,8.47458,,,,8.52941,,,,8.21429,,,,7.88793,,,,7.68868,,,,8.31776,,,,8.3,,,,,8.1,,,,,8,,,,,7.6,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.8319,,,,Not Scored,,,,8,,,,8.11441,,,,8.45652,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.22222,,,,7.22222,,,,8.05556
13K046,P.S. 046 Edward C. Blum,ES,8.32107,8.31242,7.9,8.2,8.4854,,,,8.22097,,,,8.06777,,,,8.27358,,,,8.52662,,,,8.10861,,,,8.18008,,,,8.37549,,,,7.73408,,,,8.3427,,,,8.43396,,,,8.36466,,,,8.20632,,,,8.31418,,,,8.38178,,,,7.86853,,,,7.86184,,,,8.37719,,,,8.4,,,,,8.3,,,,,8.3,,,,,7.8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.63127,,,,Not Scored,,,,8.25962,,,,8.4144,,,,8.73062,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.125,,,,8.51563,,,,8.14815
13K054,P.S. 054 Samuel C. Barnes,ES,8.2242,8.37899,8.1,8,8.4593,,,,8.26471,,,,8.25581,,,,8.38235,,,,8.82353,,,,8.05882,,,,7.91667,,,,8.53659,,,,8.39286,,,,8.32353,,,,8.44118,,,,8.28488,,,,8.29412,,,,8.23529,,,,8.15476,,,,7.77778,,,,7.86184,,,,8.13291,,,,8.2,,,,,8.2,,,,,8.2,,,,,7.3,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.46875,,,,Not Scored,,,,8.23529,,,,8.38235,,,,8.82353,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.82609,,,,8.18182,,,,7.97619
13K056,P.S. 056 Lewis H. Latimer,ES,8.55154,8.63831,8.4,8.6,8.69898,,,,8.56599,,,,8.57868,,,,8.85204,,,,8.92308,,,,8.69949,,,,8.45178,,,,8.62245,,,,8.38462,,,,8.66751,,,,8.57868,,,,8.5567,,,,8.47938,,,,8.46939,,,,8.60677,,,,8.24359,,,,7.92582,,,,8.64641,,,,8.7,,,,,8.7,,,,,8.5,,,,,8.4,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.69531,,,,Not Scored,,,,8.59375,,,,8.56771,,,,8.6658,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.75,,,,8.54167,,,,8.40909
13K067,P.S. 067 Charles A. Dorsey,ES,7.9192,8.28568,7.9,8.1,8.61559,,,,8.49727,,,,7.875,,,,8.49719,,,,8.57345,,,,7.99451,,,,7.98611,,,,8.19444,,,,7.80055,,,,8.06319,,,,8.2337,,,,8.27348,,,,7.85519,,,,7.90278,,,,8.02486,,,,7.57353,,,,7.60671,,,,8.00613,,,,8.3,,,,,8.2,,,,,8.3,,,,,8.1,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.79641,,,,Not Scored,,,,8.25,,,,8.04913,,,,8.33807,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.5,,,,7.6,,,,7.6
13K093,P.S. 093 William H. Prescott,ES,8.48336,8.54368,8.1,8.6,8.77427,,,,8.55911,,,,8.27114,,,,8.73762,,,,8.8625,,,,8.29268,,,,8.35396,,,,8.4949,,,,8.3375,,,,8.7375,,,,8.6194,,,,8.56965,,,,8.275,,,,8.25758,,,,8.45052,,,,7.72727,,,,7.47222,,,,8.72312,,,,8.8,,,,,8.6,,,,,8.5,,,,,8.3,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.47368,,,,Not Scored,,,,8.5375,,,,8.4625,,,,8.9196,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.61111,,,,8.61111,,,,8.33333
13K103,Satellite Three,MS,8.91888,9.02326,8.8,8.7,8.95631,,,,8.85922,,,,8.93204,,,,8.93204,,,,8.95631,,,,8.78641,,,,8.88614,,,,8.87255,,,,8.89706,,,,8.82353,,,,8.87255,,,,8.78713,,,,8.78788,,,,8.87255,,,,8.88614,,,,8.89706,,,,8.825,,,,8.88021,,,,8.7,,,,,8.7,,,,,8.6,,,,,8.6,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.49515,,,,Not Scored,,,,9.56311,,,,9.51456,,,,9.53883,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.59375,,,,8.90625,,,,8.5
13K113,M.S. 113 Ronald Edmonds Learning Center,MS,7.75534,8.03121,7.5,7.8,8.58796,,,,7.82407,,,,7.43023,,,,8.40802,,,,8.42723,,,,7.8271,,,,7.98544,,,,8.04502,,,,7.93427,,,,8.24645,,,,8.16901,,,,8.15728,,,,7.74764,,,,7.93427,,,,8.04245,,,,7.63285,,,,7.46231,,,,7.74235,,,,8.3,,,,,8,,,,,8,,,,,7.3,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,4.18782,,,,Not Scored,,,,7.98349,,,,7.9881,,,,8.2381,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.06897,,,,7.32143,,,,6.69643
13K133,P.S. 133 William A. Butler,ES,8.47167,8.73602,8.6,8.8,8.91626,,,,8.77451,,,,8.17734,,,,9.19951,,,,9.30905,,,,8.5468,,,,8.71212,,,,8.99254,,,,8.5875,,,,8.92157,,,,8.67574,,,,8.80542,,,,8.64532,,,,8.60149,,,,8.81841,,,,8.59694,,,,8.11842,,,,8.88601,,,,9,,,,,9,,,,,8.5,,,,,8.5,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.45855,,,,Not Scored,,,,8.6375,,,,8.65578,,,,8.84422,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.6,,,,8.125,,,,7.5
13K256,P.S. 256 Benjamin Banneker,ES,7.93978,8.20702,7.8,8.2,8.54167,,,,8.33333,,,,7.79095,,,,8.38428,,,,8.45815,,,,7.87445,,,,8.1422,,,,8.20776,,,,7.65284,,,,8.29295,,,,8.1681,,,,8.15265,,,,7.93103,,,,7.97149,,,,7.9386,,,,7.43088,,,,7.5,,,,8.675,,,,8.7,,,,,8.2,,,,,8.1,,,,,7.3,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.34703,,,,Not Scored,,,,8.14655,,,,7.86344,,,,8.13043,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.69231,,,,8.65385,,,,7.08333
13K265,Dr. Susan S. McKinney Secondary School of the Arts,MS/HS,8.04735,8.02282,7.9,8.2,8.01339,,,,7.52252,,,,7.67857,,,,8.46847,,,,8.71495,,,,8.06818,,,,8.11927,,,,8.36538,,,,7.86036,,,,8.37054,,,,8.33333,,,,8.48624,,,,8.04054,,,,8.1982,,,,8.34821,,,,8.18182,,,,7.95238,,,,8.2381,,,,8.3,,,,,8.4,,,,,8.2,,,,,7.8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.15566,,,,Not Scored,,,,8.00926,,,,8.1713,,,,8.2243,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.03125,,,,7.33333,,,,8
13K266,M.S. K266 - Park Place Community Middle School,MS,7.38376,8.33729,7.8,8.1,8.5119,,,,7.9375,,,,8.35366,,,,9,,,,8.78049,,,,8.125,,,,8.58108,,,,8.35366,,,,7.125,,,,8.04878,,,,7.9878,,,,7.875,,,,8.0625,,,,7.9878,,,,7.61905,,,,7.30769,,,,7.29167,,,,8.75,,,,8.4,,,,,8.1,,,,,8.2,,,,,7.2,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.08974,,,,Not Scored,,,,8.45238,,,,7.82051,,,,8.5,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,6,,,,6,,,,6
13K270,P.S. 270 Johann DeKalb,ES,8.05429,8.29707,8,8.2,8.6,,,,8.45,,,,7.34375,,,,8.82653,,,,8.7,,,,7.85,,,,8.31633,,,,8.8,,,,7.65,,,,8.4,,,,7.95,,,,8.36735,,,,7.80612,,,,8.06122,,,,7.7551,,,,7.70833,,,,7.28261,,,,8.80435,,,,8.2,,,,,8,,,,,8.6,,,,,7.8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.59574,,,,Not Scored,,,,8.62745,,,,8.05,,,,8.46939,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.40909,,,,8.18182,,,,7.5
13K282,P.S. 282 Park Slope,ES/MS,7.45991,7.98578,7.7,7.8,8.13811,,,,7.97414,,,,7.52632,,,,7.97203,,,,8.6032,,,,7.76408,,,,7.34099,,,,8.20035,,,,7.83688,,,,7.98077,,,,8.05944,,,,8.00877,,,,7.65789,,,,8.04965,,,,8.12937,,,,7.37085,,,,6.99057,,,,7.65799,,,,8.2,,,,,8.2,,,,,8.1,,,,,7.2,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.23022,,,,Not Scored,,,,7.62324,,,,7.97703,,,,8.33922,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,5.625,,,,6.78571,,,,6.125
13K287,P.S. 287 Bailey K. Ashford,ES,8.52111,8.57806,8.1,8.7,8.66319,,,,8.60915,,,,8.43972,,,,8.66197,,,,8.80435,,,,8.38028,,,,8.25926,,,,8.75,,,,8.04577,,,,8.67021,,,,8.63636,,,,8.57143,,,,8.28571,,,,8.36268,,,,8.51786,,,,8.14338,,,,7.99603,,,,8.70079,,,,9.1,,,,,8.8,,,,,8.5,,,,,8.2,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.57895,,,,Not Scored,,,,8.58929,,,,8.69565,,,,8.79496,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.5,,,,8.75,,,,8.16667
13K301,Satellite East Middle School,MS,7.7903,8.01777,7.5,7.9,8.13596,,,,7.79817,,,,7.58929,,,,8.34821,,,,8.30275,,,,7.96875,,,,7.99107,,,,7.86364,,,,7.36607,,,,8.02752,,,,8.08036,,,,8.01802,,,,7.95455,,,,7.93182,,,,7.95045,,,,7.59346,,,,7.57426,,,,7.95,,,,8.2,,,,,8.1,,,,,8.2,,,,,7.4,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,4.92857,,,,Not Scored,,,,8.34862,,,,8.15909,,,,8.24324,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.5,,,,7.5,,,,6.66667
13K305,P.S. 305 Dr. Peter Ray,ES,7.71213,7.9534,7.5,7.8,8.13559,,,,7.83898,,,,7.84483,,,,7.84483,,,,8.45455,,,,7.88793,,,,7.76786,,,,7.7193,,,,7.32143,,,,7.58475,,,,7.89474,,,,7.89474,,,,7.67241,,,,7.5,,,,7.99107,,,,7.32456,,,,7.39583,,,,7.9,,,,8.1,,,,,7.8,,,,,7.8,,,,,7.3,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.17647,,,,Not Scored,,,,7.94643,,,,7.5,,,,8.11404,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.85714,,,,8.125,,,,6.875
13K307,P.S. 307 Daniel Hale Williams,ES,8.89135,9.11363,8.7,9,9.30556,,,,9.14931,,,,8.8986,,,,9.16084,,,,9.17254,,,,8.80208,,,,9.09574,,,,9.07343,,,,8.89085,,,,9.07343,,,,9.13732,,,,8.97569,,,,8.88112,,,,9.03169,,,,8.9781,,,,8.7406,,,,8.53053,,,,9.12313,,,,9.1,,,,,8.9,,,,,8.9,,,,,8.9,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.39286,,,,Not Scored,,,,9.12409,,,,9.06934,,,,9.19118,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.57143,,,,9.03846,,,,8.14815
13K313,Satellite West Middle School,MS,8.08784,8.12864,7.8,7.5,8.5,,,,8.09091,,,,8.22727,,,,8.63636,,,,8.31731,,,,8.06604,,,,7.83019,,,,8.20755,,,,7.87037,,,,8.36364,,,,8.36364,,,,8.34821,,,,7.99107,,,,8.04545,,,,8.31818,,,,8.00926,,,,7.54808,,,,8.33333,,,,7.1,,,,,7.7,,,,,8,,,,,6.9,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.97222,,,,Not Scored,,,,7.59091,,,,7.59091,,,,7.86364,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.08824,,,,8.38235,,,,7.64706
13K350,Urban Assembly High School of Music and Art,HS,7.5109,7.63483,7.1,8.1,8.03571,,,,7.43976,,,,6.29518,,,,7.96296,,,,8.2716,,,,7.74096,,,,7.65432,,,,7.92169,,,,7.22222,,,,7.89634,,,,7.89634,,,,7.71341,,,,7.625,,,,7.89634,,,,7.24359,,,,6.98718,,,,6.8,,,,8.10127,,,,8.2,,,,,8.4,,,,,8.1,,,,,7.8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,3.51974,,,,Not Scored,,,,7.87037,,,,7.31707,,,,7.71875,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.36111,,,,7.63889,,,,7.22222
